1	1	Roller Coaster Murder Case	January 8, 1996	May 24, 2004	New characterCharacter developmentRomanceBlack OrganizationCharacters pastsDetective Boys	V1 ~ F1(001)	N/A
38	39	Akaoni Village Fire Festival Murder Case	November 18, 1996	July 28, 2004		V2 - F1~3(010-012)	Left-handedness
39	40	Wealthy Daughter Murder Case (Part 1)	November 25, 1996	July 29, 2004	New character	V9 - F7 ~ V10 - F1(087-091)	A blackout
40	41	Wealthy Daughter Murder Case (Part 2)	December 2, 1996	August 2, 2004	Romance	V9 - F7 ~ V10 - F1(087-091)	Shirt stains
41	42	Victory Flag Tearing Case	December 9, 1996	August 3, 2004		TV Original	Cutting style
42	43	Karaoke Box Murder Case	December 16, 1996	August 4, 2004	Romance	V5 - F6~9(045-048)	Red nose reindeer
43	44	Conan Edogawa Kidnapping Case	January 13, 1997	August 5, 2004	New character	V5 - F10 ~ V6 - F1(049-051)	The Night Baron
44	45	Three Hotta Siblings Murder Case	January 20, 1997	August 9, 2004		TV Original	Chemical fertilizer
45	46	Facial Mask Murder Case	January 27, 1997	August 10, 2004		TV Original	Lipstick
46	47	Alpine Hut in the Snowy Mountain Murder Case	February 3, 1997	August 11, 2004		V10 - F9 ~ V11 - F1(099-101)	Shogi
47	48	Sports Club Murder Case	February 10, 1997			TV Original	Cap
48	49	Diplomat Murder Case (Part 1)	February 17, 1997	August 12, 2004	New characterHeiji Hattori	V10 - F2~6(092-096)	A needle, a string, and a key holder
49	50	Diplomat Murder Case (Part 2)	February 24, 1997	August 16, 2004	Character developmentHeiji Hattori	V10 - F2~6(092-096)	Opera CD and books
50	51	Library Murder Case	March 3, 1997		Character development	V10 - F6~8(096-098)	Hardcover books
51	52	The Golf Driving Range Murder Case	March 10, 1997			TV Original	Golf set
52	53-54	The Mist Goblin Legend Murder Case (1 Hour Special)	March 17, 1997		Character development	V11 - F8~10(108-110)	Cherry blossom
53	55	The Mystery Weapon Murder Case	April 7, 1997			TV Original	Songbird
54	56	Game Company Murder Case	April 14, 1997		New characterBlack Organization	V12 - F4~6(114-116)	Numbered cloakroom tokens
55	57	The Train Trick Murder Case	April 21, 1997			TV Original	On-board vending
56	58	The Ojamanbou Murder Case	April 28, 1997			TV Original	Surveillance camera
57	59	Holmes Freak Murder Case (Part 1)	May 5, 1997		Heiji Hattori	V12 - F7 ~ V13 - F1(117-121)	Blanket
58	60	Holmes Freak Murder Case (Part 2)	May 12, 1997		Character developmentHeiji Hattori	V12 - F7 ~ V13 - F1(117-121)	The Holmes test
59	61	The First Errand Murder Case	May 19, 1997		Detective Boys	TV Original	Roadside corner mirror
60	62	An Illustrator Murder Case	May 26, 1997			V13 - F5~7(125-127)	Contact lens set
61	63	A Ghost Ship Murder Case (Part 1)	June 2, 1997			TV Original	Telescope
62	64	A Ghost Ship Murder Case (Part 2)	June 9, 1997			TV Original	Gunshot wound
63	65	Big Monster Gomera Murder Case	June 16, 1997		New characterDetective Boys	V13 - F8~10(128-130)	Paint
64	66	The Third Fingerprint Murder Case	June 23, 1997			TV Original	Videocassette case
65	67	A Crab and Whale Kidnapping Case	June 30, 1997			TV Original	Table and chairs
66	68	Night Road Murder Case	July 7, 1997			TV Original	Cigarettes
67	69	Stage Actress Murder Case	July 14, 1997			TV Original	Vinyl tape
68	70	Night Baron Murder Case (The Case)	July 21, 1997		Character development	V8 - F2~7(072-077)	Computer virus
69	71	Night Baron Murder Case (The Suspicion)	July 28, 1997			V8 - F2~7(072-077)	Karate
70	72	Night Baron Murder Case (The Resolution)	August 4, 1997			V8 - F2~7(072-077)	Building winds
71	73	A Stalker's Murder Case	August 11, 1997			TV Original	Adhesive
72	74	The Triplet's Country Home Murder Case	August 18, 1997		New character	V13 - F2~4(122-124)	Home Run
73	75	The Detective Boys' Disaster Case	August 25, 1997		Detective Boys	TV Original	The movement of the tides
74	76	The Death God Jinnai Murder Case	September 1, 1997			TV Original	Elevator
75	77	Loan Company President's Murder Case	September 8, 1997			V15 - F7~9(147-149)	Toilet
76	78-79	Conan vs. Kaitou Kid (1 Hour Special)	September 22, 1997		New characterCharacter developmentMagic Kaito	V16 - F6~9(156-159)	Pearl
77	80	Distinguished Family's Consecutive Accidental Death Case (Part 1)	October 20, 1997		Heiji Hattori	V15 - F10 ~ V16 - F3(150-153)	Great detective of the West
78	81	Distinguished Family's Consecutive Accidental Death Case (Part 2)	October 27, 1997		Characters pastsHeiji Hattori	V15 - F10 ~ V16 - F3(150-153)	Fountain pen
79	82	The Bank Heist Murder Case	November 3, 1997			TV Original	Mobile phone
80	83	The Wandering Artist Murder Case	November 10, 1997		Detective Boys	TV Original	House cleaning
81	84	The Kidnapping of a Popular Artist Case (Part 1)	November 17, 1997		New characterCharacter developmentDetective Boys	V15 - F4~6(144-146)	Two-Mix
82	85	The Kidnapping of a Popular Artist Case (Part 2)	November 24, 1997		Detective Boys	V15 - F4~6(144-146)	New Year's Eve midnight bell
83	86	General Hospital Murder Case	December 1, 1997			TV Original	Coffee
84	87	Ski Lodge Murder Case (Part 1)	December 8, 1997			V14 - F9 ~ V15 - F3(139-143)	Heater
85	88	Ski Lodge Murder Case (Part 2)	December 15, 1997		Character development	V14 - F9 ~ V15 - F3(139-143)	Hair
86	89	The Kidnapping Location Case	January 12, 1998		Character developmentDetective Boys	SV1 - F2	Trains
87	90	The Crane's Return of a Favor Murder Case	January 19, 1998			TV Original	Bird's nest
88	91	Dracula's Villa Murder Case (Part 1)	January 26, 1998			TV Original	Projector
89	92	Dracula's Villa Murder Case (Part 2)	February 2, 1998			TV Original	Paint
90	93	The Flower Scent Murder Case	February 9, 1998			TV Original	Ice
91	94	The Bank Robber's Hospitalization Case	February 16, 1998		Detective Boys	V17 ~ F6(166)	Cream puff
92	95	The Fearful Traversing Murder Case (Part 1)	February 23, 1998			TV Original	Knife
93	96	The Fearful Traversing Murder Case (Part 2)	March 2, 1998			TV Original	Mountain cottage record notebook
94	97	Snow Woman's Legend Murder Case	March 9, 1998			TV Original	Sun block foundation
95	98	Kogoro's Date Murder Case	March 16, 1998			TV Original	Candy
96	99-102	The Cornered Famous Detective! Two Big Murder Cases (2 Hour Special)	March 23, 1998		New characterCharacter development	V14 - F1~8(131-138)	Actress
97	103	The Farewell Wine Murder Case	April 13, 1998			TV Original	Decorative plant
98	104	The Famous Potter Murder Case (Part 1)	April 20, 1998		New character	V16 - F10 ~ V17 - F2(160-162)	Marbles
99	105	The Famous Potter Murder Case (Part 2)	April 27, 1998			V16 - F10 ~ V17 - F2(160-162)	Lipstick
100	106	The Memories of First Love Case (Part 1)	May 11, 1998			V18 - F3~5(173-175)	Lemon pie
101	107	The Memories of First Love Case (Part 2)	May 18, 1998		Romance	V18 - F3~5(173-175)	Fax
102	108	The Historical Actor Murder Case (Part 1)	May 25, 1998			V17 - F10 ~ V18 - F2(170-172)	Telephone
103	109	The Historical Actor Murder Case (Part 2)	June 1, 1998			V17 - F10 ~ V18 - F2(170-172)	Tea
104	110	The Mysterious Mansion of a Band of Thieves Case (Part 1)	June 8, 1998			V17 - F7~9(167-169)	Stamps
105	111	The Mysterious Mansion of a Band of Thieves Case (Part 2)	June 15, 1998			V17 - F7~9(167-169)	Door
106	112	Scoop Picture Murder Case	June 22, 1998			TV Original	Highway bus
107	113	The Mysterious Mole Alien Case (Part 1)	June 29, 1998		Detective Boys	TV Original	Jewelery robbers
108	114	The Mysterious Mole Alien Case (Part 2)	July 6, 1998		Detective Boys	TV Original	Manhole
109	115	Detective Club Pursuit Case	July 13, 1998		Detective Boys	TV Original	Muddy water
110	116	Cooking Classroom Murder Case (Part 1)	July 27, 1998			TV Original	Ice
111	117	Cooking Classroom Murder Case (Part 2)	August 3, 1998		New character	TV Original	Ring
112	118	The Seven Mysteries of Teitan Elementary School Case	August 10, 1998		New characterDetective Boys	V16 - F4~5(154-155)	School infirmary
113	119	The White Sandy Beach Murder Case	August 17, 1998			SV1 - F6	Pool float
114	120	Scuba Diving Murder Case (Part 1)	August 24, 1998			V17 - F3~5(163-165)	Feather
115	121	Scuba Diving Murder Case (Part 2)	August 31, 1998			V17 - F3~5(163-165)	Ring
116	122	The Mystery Writer Disappearance Case (Part 1)	September 7, 1998		New character	V19 - F2~4(182-184)	1/2
117	123	The Mystery Writer Disappearance Case (Part 2)	September 14, 1998		Heiji Hattori	V19 - F2~4(182-184)	French
118	124-125	The Naniwa Serial Murder Case (1 Hour Special)	September 21, 1998		New characterHeiji Hattori	V19 - F5~8(185-188)	Car mirror
119	126	The Kamen Yaiba Murder Case	October 12, 1998		Detective Boys	TV Original	Model gun
120	127	A Honey Cocktail Murder Case	October 19, 1998			TV Original	Balloon
121	128	The Locked Bathroom Murder Case (Part 1)	October 26, 1998			V20 - F7~9(197-199)	Packing tape
122	129	The Locked Bathroom Murder Case (Part 2)	November 2, 1998			V20 - F7~9(197-199)	Bandana
123	130	The Weather Girl Kidnapping Case	November 9, 1998		Detective Boys	TV Original	Beeper
124	131	A Mysterious Sniper Murder Case (Part 1)	November 16, 1998			TV Original	Spotlight
125	132	A Mysterious Sniper Murder Case (Part 2)	November 23, 1998			TV Original	Remote control
126	133	The Traveling Drama Troupe Murder Case (Part 1)	November 30, 1998		New characterDetective Boys	TV Original	Characters
127	134	The Traveling Drama Troupe Murder Case (Part 2)	December 7, 1998		Detective Boys	TV Original	Script
128	135	The Black Organization: One Billion Yen Robbery Case	December 14, 1998		New characterCharacter developmentBlack Organization	V2 - F4~7 (h.a.)(013-016)	Gin and Vodka
129	136-139	The Girl from the Black Organization and the University Professor Murder Case (2 Hour Special)	January 4, 1999		New characterCharacter developmentBlack OrganizationCharacters pastsDetective Boys	V18 - F6 ~ V19 - F1(176-181)	Cassette tape
130	140	The Indiscriminate Stadium Threatening Case (Part 1)	January 11, 1999		New characterDetective Boys	V19 - F9 ~ V20 - F1(189-191)	Baseball cap
131	141	The Indiscriminate Stadium Threatening Case (Part 2)	January 18, 1999		Detective Boys	V19 - F9 ~ V20 - F1(189-191)	TV camera
132	142	Magic Lover's Murder Case (The Case)	January 25, 1999		Magic Kaito	V20 - F2~6(192-196)	Screen name
133	143	Magic Lover's Murder Case (The Suspicion)	February 1, 1999			V20 - F2~6(192-196)	Boat sail
134	144	Magic Lover's Murder Case (The Resolution)	February 8, 1999		Magic Kaito	V20 - F2~6(192-196)	Bow gun
135	145	The Disappearing Weapon Search Case	February 15, 1999		Detective Boys	TV Original	Trash pickup day and crows
136	146	The Old Blue Castle Investigation Case (Part 1)	February 22, 1999		Character developmentRomanceDetective Boys	V20 - F10 ~ V21 - F3(200-203)	Chess pieces
137	147	The Old Blue Castle Investigation Case (Part 2)	March 1, 1999		Detective Boys	V20 - F10 ~ V21 - F3(200-203)	Passport size
138	148	The Final Screening Murder Case (Part 1)	March 8, 1999		New characterDetective Boys	V23 - F1~3(222-224)	Above the movie theater
139	149	The Final Screening Murder Case (Part 2)	March 15, 1999		Detective Boys	V23 - F1~3(222-224)	Mirror
140	150	SOS! Messages from Ayumi	April 12, 1999		Detective Boys	TV Original	Clock
141	151	The Night Before the Wedding Locked Room Case (Part 1)	April 19, 1999		Character developmentRomanceHeiji Hattori	V21 - F11 ~ V22 - F3(211-214)	Pendant
142	152	The Night Before the Wedding Locked Room Case (Part 2)	April 26, 1999		Heiji Hattori	V21 - F11 ~ V22 - F3(211-214)	Bag
143	153	The Suspicious Astronomical Observation	May 3, 1999			TV Original	Developed picture
144	154	The North Star No.3 Express Leaving Ueno (Part 1)	May 10, 1999			V22 - F4~7(215-218)	Northern star
145	155	The North Star No.3 Express Leaving Ueno (Part 2)	May 17, 1999			V22 - F4~7(215-218)	Disguise
146	156	Metropolitan Police Detective Love Story (Part 1)	May 24, 1999		New characterCharacter developmentRomance	V21 - F8~10(208-210)	Exercise bike
147	157	Metropolitan Police Detective Love Story (Part 2)	May 31, 1999		Romance	V21 - F8~10(208-210)	Bookshelf
148	158	The Streetcar's Sudden Stopping Case	June 7, 1999		Detective Boys	TV Original	Camera case
149	159	The Amusement Park Bungee Jumping Case	June 21, 1999		Romance	TV Original	Kamen Yaiba show
150	160	The Truth Behind the Car Explosion Case (Part 1)	June 28, 1999		Characters pasts	TV Original	Car garage
151	161	The Truth Behind the Car Explosion Case (Part 2)	July 5, 1999		Character developmentCharacters pasts	TV Original	Window
152	162	The Mysterious Old Man Disappearance Case	July 12, 1999		New character	TV Original	Windowpane
153	163	Sonoko's Dangerous Summer Story (Part 1)	July 19, 1999		New character	V22 - F8~10(219-221)	Sonoko's camera
154	164	Sonoko's Dangerous Summer Story (Part 2)	July 26, 1999		Character developmentRomance	V22 - F8~10(219-221)	Bite mark
155	165	Underwater Key in the Locked Room Case	August 2, 1999			TV Original	Crayon
156	166	Metropolitan Police Detective Love Story 2 (Part 1)	August 9, 1999		RomanceDetective Boys	V23 - F10 ~ V24 - F2(231-233)	Professor Agasa's newest invention
157	167	Metropolitan Police Detective Love Story 2 (Part 2)	August 16, 1999		RomanceDetective Boys	V23 - F10 ~ V24 - F2(231-233)	Cactus
158	168	The Silent Loop Line	August 23, 1999			TV Original	Pink ballpoint pen
159	169	The Legend of the Mysterious Five Storied Pagoda (Part 1)	September 6, 1999			TV Original	Rope
160	170	The Legend of the Mysterious Five Storied Pagoda (Part 2)	September 13, 1999			TV Original	Wallet
161	171	The Murder Floating in the Water Stream Restaurant	September 20, 1999			TV Original	Blowfish milt
162	172-173	The Locked Room in the Sky: Shinichi Kudo's First Case (1 Hour Special)	September 27, 1999		Character developmentRomanceCharacters pastsDetective Boys	V21 - F4~7(204-207)	Tablets
163	174	The Secret of the Moon, the Star, and the Sun (Part 1)	October 11, 1999		Detective Boys	V12 - F1~3(111-113)	One-yen coin
164	175	The Secret of the Moon, the Star, and the Sun (Part 2)	October 18, 1999		Detective Boys	V12 - F1~3(111-113)	20 dollar bill
165	176	The Disappearing Detective Boys Case	October 25, 1999		Character developmentRomanceDetective Boys	TV Original	A bunch of puppets
166	177	Tottori Spider Mansion Demon (The Case)	November 1, 1999		Character developmentRomanceHeiji Hattori	V25 - F4~8(246-250)	Number of fish
167	178	Tottori Spider Mansion Demon (The Suspicion)	November 8, 1999		RomanceHeiji Hattori	V25 - F4~8(246-250)	Misa, Sae, and Emi
168	179	Tottori Spider Mansion Demon (The Resolution)	November 15, 1999		Heiji Hattori	V25 - F4~8(246-250)	Roman alphabet
169	180	Venus' Kiss	November 22, 1999			TV Original	Make-up
170	181	The Blind Spot in the Darkness (Part 1)	November 29, 1999		New characterCharacter developmentRomance	V24 - F3~6(234-237)	Fuse box
171	182	The Blind Spot in the Darkness (Part 2)	December 6, 1999		Romance	V24 - F3~6(234-237)	Burn injury
172	183	The Revival of the Dying Message (Part 1)	December 13, 1999			V25 - F1~3(243-245)	The sound of fireworks
173	184	The Revival of the Dying Message (Part 2)	December 20, 1999		Romance	V25 - F1~3(243-245)	5 yen coin
174	185-188	The Twenty Year Old Murderous Intent: The Symphony Serial Murder Case (2 Hour Special)	January 3, 2000		Character developmentRomanceCharacters pastsHeiji Hattori	V23 - F4~9(225-230)	Tennis ball
175	189	The Man Who Was Killed Four Times	January 10, 2000			TV Original	Hard headed
176	190	Reunion with the Black Organization (Haibara)	January 17, 2000		New characterBlack OrganizationCharacters pasts	V24 - F7~11(238-242)	Transmitter
177	191	Reunion with the Black Organization (Conan)	January 24, 2000		Black Organization	V24 - F7~11(238-242)	Handkerchief
178	192	Reunion with the Black Organization (The Resolution)	January 31, 2000		Black OrganizationCharacters pasts	V24 - F7~11(238-242)	Luminescent substance
179	193	The Coffee Shop Truck's Wild Entrance Case	February 7, 2000		Detective Boys	TV Original	Bus schedule
180	194	The Nocturne of Red Murderous Intent (Part 1)	February 14, 2000			TV Original	Sculpture
181	195	The Nocturne of Red Murderous Intent (Part 2)	February 21, 2000			TV Original	Wine
182	196	The Big Investigation of the Nine Doors	February 28, 2000		Detective Boys	TV Original	Roman alphabet
183	197	A Dangerous Recipe	March 6, 2000		Detective Boys	TV Original	Dustpan
184	198-199	A Cursed Mask Coldly Laughs (1 Hour Special)	March 13, 2000			TV Original	Necklace
185	200	The Murdered Famous Detective (Part 1)	April 10, 2000			TV Original	Mountain rain
186	201	The Murdered Famous Detective (Part 2)	April 17, 2000			TV Original	Bullet
187	202	The Unknown Gunshot That Rings in the Dark	April 24, 2000			TV Original	Black tea
188	203	The Desperate Revival - The Cavern of the Detective Boys	May 1, 2000		Character developmentHeiji HattoriDetective Boys	V25 - F9 ~ V26 - F7(251-260)	Misfire
189	204	The Desperate Revival - The Wounded Great Detective	May 8, 2000		Character developmentHeiji HattoriDetective Boys	V25 - F9 ~ V26 - F7(251-260)	Shogi
190	205	The Desperate Revival - The Third Choice	May 15, 2000		Character developmentRomanceHeiji Hattori	V25 - F9 ~ V26 - F7(251-260)	Ice coffee
191	206	The Desperate Revival - The Black Knight	May 22, 2000		Character developmentRomanceHeiji Hattori	V25 - F9 ~ V26 - F7(251-260)	Ice
192	207	The Desperate Revival - Shinichi's Return	May 29, 2000		RomanceDetective Boys	V25 - F9 ~ V26 - F7(251-260)	Location on a watch
193	208	The Desperate Revival - The Promised Place	June 5, 2000		RomanceDetective Boys	V25 - F9 ~ V26 - F7(251-260)	Pink pearl necklace
194	209	The Significant Music Box (Part 1)	June 12, 2000		Character developmentDetective Boys	V26 - F8~10(261-263)	"Haru yo Koi" (Japanese song)
195	210	The Significant Music Box (Part 2)	June 19, 2000		Detective Boys	V26 - F8~10(261-263)	Electric fan
196	211	The Invisible Weapon, Ran's First Investigation	June 26, 2000		Character development	TV Original	Car
197	212	The Super Car's Trap (Part 1)	July 3, 2000			TV Original	Open window
198	213	The Super Car's Trap (Part 2)	July 10, 2000			TV Original	Coal tar
199	214	Kogoro Mouri, Suspect (Part 1)	July 17, 2000		Romance	V27 - F1~3(264-266)	Chain lock
200	215	Kogoro Mouri, Suspect (Part 2)	July 24, 2000		Character developmentRomance	V27 - F1~3(264-266)	Hayashi rice
201	216	The Tenth Passenger (Part 1)	July 31, 2000			TV Original	Plastic bottle
202	217	The Tenth Passenger (Part 2)	August 7, 2000			TV Original	Bank book
203	218	The Black Wings of Icarus (Part 1)	August 14, 2000			TV Original	Bento (Lunch box)
204	219	The Black Wings of Icarus (Part 2)	August 21, 2000			TV Original	Wind
205	220	Metropolitan Police Detective Love Story 3 (Part 1)	August 28, 2000		New characterCharacter developmentRomanceCharacters pastsDetective Boys	V27 - F4~6(267-269)	Station board
206	221	Metropolitan Police Detective Love Story 3 (Part 2)	September 4, 2000		Character developmentRomanceCharacters pastsDetective Boys	V27 - F4~6(267-269)	Romaji
207	222	The Deduction That Was Too Good	September 11, 2000			TV Original	Cassette tape
208	223-224	The Entrance to the Maze: The Anger of the Colossus (1 Hour Special)	October 9, 2000			TV Original	Self-service ropeway
209	225	The Falling from Mt. Ryujin Case	October 16, 2000		Detective Boys	TV Original	A trace of tire slip
210	226	The Water Palace of Five Colors Legend (Part 1)	October 23, 2000			TV Original	Hanging scroll
211	227	The Water Palace of Five Colors Legend (Part 2)	October 30, 2000			TV Original	Water wheel
212	228	Mushrooms, Bears, and the Detective Boys (Part 1)	November 6, 2000		RomanceDetective Boys	V27 - F10 ~ V28 - F2(273-275)	Hunter
213	229	Mushrooms, Bears, and the Detective Boys (Part 2)	November 13, 2000		Character developmentRomanceDetective Boys	V27 - F10 ~ V28 - F2(273-275)	Matsutake mushroom
214	230	The Mysterious Retro Room Case	November 20, 2000			TV Original	Mace spray
215	231	The Bay of Revenge (Part 1)	November 27, 2000			TV Original	Tide
216	232	The Bay of Revenge (Part 2)	December 4, 2000			TV Original	Dog's name
217	233	Megure's Sealed Secret (Part 1)	December 11, 2000		Character developmentRomanceCharacters pasts	V28 - F11 ~ V29 - F2(284-286)	Accessories
218	234	Megure's Sealed Secret (Part 2)	December 18, 2000		New characterCharacter developmentRomanceCharacters pasts	V28 - F11 ~ V29 - F2(284-286)	Thick-soled boots
219	235-238	The Gathering of the Detectives! Shinichi Kudo vs. Kaitou Kid (2 Hour Special)	January 8, 2001		New characterMagic KaitoCharacters pasts	MKV4 - C3~4 V30 - F4~7(299-302)	10 yen coin
220	239	The Client Full of Lies (Part 1)	January 15, 2001		New characterHeiji Hattori	V28 - F3~5(276-278)	Morning newspaper
221	240	The Client Full of Lies (Part 2)	January 22, 2001		Character developmentHeiji Hattori	V28 - F3~5(276-278)	Bandage
222	241	And Then There Were No Mermaids (The Case)	January 29, 2001		Character developmentRomanceHeiji Hattori	V28 - F6~10(279-283)	Numbered tag
223	242	And Then There Were No Mermaids (The Deduction)	February 5, 2001		RomanceHeiji Hattori	V28 - F6~10(279-283)	Mermaid's grave
224	243	And Then There Were No Mermaids (The Resolution)	February 12, 2001		RomanceHeiji Hattori	V28 - F6~10(279-283)	Insurance card
225	244	The Secret of the High Sales	February 19, 2001		Detective Boys	TV Original	Palm reading
226	245	The Battle Game Trap (Part 1)	February 26, 2001		New characterCharacter development	V27 - F7~9(270-272)	Game character
227	246	The Battle Game Trap (Part 2)	March 5, 2001		Character development	V27 - F7~9(270-272)	Shoes
228	247	The Murderous Pottery Class (Part 1)	March 12, 2001		Romance	V30 - F10 ~ V31 - F1(305-307)	Cupboard
229	248	The Murderous Pottery Class (Part 2)	March 19, 2001		Romance	V30 - F10 ~ V31 - F1(305-307)	Necktie pin
230	249	The Mysterious Passenger (Part 1)	April 16, 2001		New characterCharacter developmentBlack OrganizationCharacters pastsDetective Boys	V29 - F3~5(287-289)	Message
231	250	The Mysterious Passenger (Part 2)	April 23, 2001		Character developmentRomanceBlack OrganizationDetective Boys	V29 - F3~5(287-289)	Rearview mirror
232	251	The Falling from the Condo Case	May 7, 2001			TV Original	Sandal
233	252	The Evidence That Didn't Disappear (Part 1)	May 14, 2001		Character developmentDetective Boys	V29 - F6~8(290-292)	Clock sound
234	253	The Evidence That Didn't Disappear (Part 2)	May 21, 2001		Detective Boys	V29 - F6~8(290-292)	Traces of zabuton cushions
235	254	The Locked Wine Cellar	May 28, 2001			TV Original	Smashed wine
236	255	The Nanki Shirahama Mystery Tour (Part 1)	June 4, 2001			TV Original	Car key
237	256	The Nanki Shirahama Mystery Tour (Part 2)	June 11, 2001			TV Original	Cosmetics
238	257	The 3 "K"s of Osaka Case (Part 1)	June 18, 2001		Character developmentRomanceCharacters pastsHeiji Hattori	V29 - F9~11(293-295)	Sushi
239	258	The 3 "K"s of Osaka Case (Part 2)	June 25, 2001		Character developmentHeiji Hattori	V29 - F9~11(293-295)	Gunpowder smoke reaction
240	259	The Shinkansen Transport Case (Part 1)	July 2, 2001		Character developmentRomanceHeiji Hattori	V30 - F1~3(296-298)	Vehicle restroom
241	260	The Shinkansen Transport Case (Part 2)	July 9, 2001		Romance	V30 - F1~3(296-298)	Newspaper
242	261	Boy Genta's Misfortune	July 16, 2001		Character developmentDetective Boys	V30 - F8~9(303-304)	Red, white, and blue
243	262	Kogoro Mouri's Imposter (Part 1)	July 23, 2001			V31 - F2~4(308-310)	Cellphone
244	263	Kogoro Mouri's Imposter (Part 2)	July 30, 2001			V31 - F2~4(308-310)	Ceiling light
245	264	The Gunshot at the Sunflower Estate	August 6, 2001			TV Original	Rotation
246	265	The Mystery in the Net (Part 1)	August 13, 2001		Character developmentRomanceDetective Boys	V31 - F5~7(311-313)	Cellphone number
